,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion,hora
1596,0.36,0.53,2.55,65.72,1.47,261.91,16.67,55.16,874.0,617.18,0.0,0.0,2024-11-04 00:10:00,7,11:20
1597,0.24,0.53,2.7,65.54,1.17,247.92,17.06,54.33,873.54,625.27,0.0,0.0,2024-11-04 00:10:00,7,11:30
1598,0.31,0.79,3.42,66.7,2.09,283.2,16.9,52.26,873.21,631.76,0.0,0.0,2024-11-04 00:10:00,7,11:40
1599,0.39,0.93,3.21,70.85,2.96,289.87,16.35,51.41,873.24,633.08,0.0,0.0,2024-11-04 00:10:00,7,11:50
1600,0.26,0.85,2.94,70.13,2.74,302.53,16.4,52.25,873.0,633.96,0.0,0.0,2024-11-04 00:10:00,7,12:00
1601,0.26,0.81,2.75,69.57,3.09,284.04,16.28,53.57,873.29,634.73,0.0,0.0,2024-11-04 00:10:00,7,12:10
1602,0.38,0.68,2.81,71.08,2.79,279.88,16.41,52.54,873.05,631.58,0.0,0.0,2024-11-04 00:10:00,7,12:20
1603,0.45,0.64,2.18,73.32,2.75,290.04,16.36,52.51,873.0,626.88,0.0,0.0,2024-11-04 00:10:00,7,12:30
1604,0.43,0.49,2.1,71.47,2.43,295.55,16.78,53.5,873.0,618.46,0.0,0.0,2024-11-04 00:10:00,7,12:40
1605,0.35,0.6,2.16,72.6,2.5,289.29,16.89,51.91,873.0,605.91,0.0,0.0,2024-11-04 00:10:00,7,12:50
1606,0.33,0.51,1.77,73.08,2.39,273.62,17.31,49.99,873.0,597.94,0.0,0.0,2024-11-04 00:10:00,7,13:00
1607,0.5,0.44,2.07,73.5,2.86,275.05,17.11,49.83,873.0,585.76,0.0,0.0,2024-11-04 00:10:00,7,13:10
1608,0.46,0.29,1.5,75.9,2.89,289.78,16.89,48.84,873.0,575.62,0.0,0.0,2024-11-04 00:10:00,7,13:20
1609,0.28,0.39,1.65,74.79,2.39,293.17,17.14,49.87,873.0,566.09,0.0,0.0,2024-11-04 00:10:00,7,13:30
1610,0.36,0.41,1.44,75.49,2.54,284.15,17.07,49.64,873.0,553.71,0.0,0.0,2024-11-04 00:10:00,7,13:40
1611,0.41,0.51,1.67,75.13,2.47,281.47,17.18,49.94,873.0,538.08,0.0,0.0,2024-11-04 00:10:00,7,13:50
1612,0.41,0.48,1.68,74.79,2.14,288.22,17.46,50.55,873.0,525.35,0.0,0.0,2024-11-04 00:10:00,7,14:00
1613,0.39,1.15,3.26,73.7,2.02,286.63,17.78,50.67,873.0,506.99,0.0,0.0,2024-11-04 00:10:00,7,14:10
1614,0.34,0.55,2.55,74.89,2.24,294.1,17.96,50.44,873.0,507.34,0.0,0.0,2024-11-04 00:10:00,7,14:20
1615,0.36,0.53,2.78,75.83,2.45,286.67,17.82,50.42,873.0,499.48,0.0,0.0,2024-11-04 00:10:00,7,14:30
1616,0.45,0.57,3.25,76.32,2.61,276.97,17.54,51.96,873.0,461.14,0.0,0.0,2024-11-04 00:10:00,7,14:40
1617,0.5,0.51,2.93,77.31,2.39,288.65,17.64,51.67,873.0,443.08,0.0,0.0,2024-11-04 00:10:00,7,14:50
1618,0.42,0.45,2.66,77.09,2.51,288.8,17.55,52.23,873.0,298.39,0.0,0.0,2024-11-04 00:10:00,7,15:00
1619,0.36,0.36,2.35,77.13,2.37,285.29,17.27,53.58,873.0,374.12,0.0,0.0,2024-11-04 00:10:00,7,15:10
1620,0.34,0.31,2.18,76.2,2.31,286.72,17.71,51.19,873.0,392.04,0.0,0.0,2024-11-04 00:10:00,7,15:20
1621,0.32,0.33,1.85,77.87,2.23,287.43,17.6,51.1,873.0,344.7,0.0,0.0,2024-11-04 00:10:00,7,15:30
1622,0.3,0.38,2.02,75.46,1.66,294.37,18.09,51.49,873.0,314.73,0.0,0.0,2024-11-04 00:10:00,7,15:40
1623,0.38,1.79,4.34,76.81,2.3,276.87,17.66,50.65,873.0,255.22,0.0,0.0,2024-11-04 00:10:00,7,15:50
1624,0.46,0.28,1.81,78.5,2.63,281.5,17.32,51.11,873.0,238.61,0.0,0.0,2024-11-04 00:10:00,7,16:00
1625,0.43,0.92,4.06,76.67,1.96,282.24,16.83,52.96,873.0,102.84,0.0,0.0,2024-11-04 00:10:00,7,16:10
1626,0.45,0.13,3.12,75.94,2.43,283.74,16.48,54.99,873.0,147.11,0.0,0.0,2024-11-04 00:10:00,7,16:20
1627,0.28,0.19,3.85,75.87,2.81,280.79,16.12,55.48,873.0,104.35,0.0,0.0,2024-11-04 00:10:00,7,16:30
1628,0.35,0.32,4.98,73.18,2.47,284.07,16.34,54.78,873.0,150.05,0.0,0.0,2024-11-04 00:10:00,7,16:40
1629,0.33,0.36,4.79,74.58,1.91,285.08,16.06,55.05,873.01,58.57,0.0,0.0,2024-11-04 00:10:00,7,16:50
1630,0.32,0.22,3.94,72.63,1.16,288.67,15.57,57.8,873.13,47.21,0.0,0.0,2024-11-04 00:10:00,7,17:00
1631,0.41,0.34,4.24,70.39,1.11,292.02,15.19,60.0,873.49,24.51,0.0,0.0,2024-11-04 00:10:00,7,17:10
1632,0.25,0.22,3.61,60.87,0.0,292.87,14.82,62.96,873.99,18.4,0.0,0.0,2024-11-04 00:10:00,7,17:20
1633,0.26,0.32,3.35,60.46,0.0,277.62,14.81,64.33,874.0,14.14,0.0,0.0,2024-11-04 00:10:00,7,17:30
1634,0.21,0.34,3.48,58.56,0.0,274.0,14.86,64.0,874.0,12.02,0.0,0.0,2024-11-04 00:10:00,7,17:40
1635,0.17,0.46,3.26,57.29,0.0,274.0,14.87,64.77,874.0,11.68,0.0,0.0,2024-11-04 00:10:00,7,17:50
1636,0.21,0.56,2.96,57.19,0.0,274.0,14.73,64.97,874.0,11.27,0.0,0.0,2024-11-04 00:10:00,7,18:00
1637,0.18,0.45,2.82,60.53,0.0,274.05,14.83,64.69,874.0,11.6,0.0,0.0,2024-11-04 00:10:00,7,18:10
1638,0.28,0.37,2.52,63.29,0.0,297.47,14.72,64.73,874.0,11.08,0.0,0.0,2024-11-04 00:10:00,7,18:20
1639,0.27,0.41,2.6,57.04,0.0,321.78,14.24,67.2,874.0,11.01,0.0,0.0,2024-11-04 00:10:00,7,18:30
1640,0.19,0.39,1.97,58.87,0.0,351.65,14.22,70.64,874.0,11.05,0.0,0.0,2024-11-04 00:10:00,7,18:40
1641,0.17,0.36,1.9,61.96,0.0,336.38,14.47,70.1,874.0,11.26,0.0,0.0,2024-11-04 00:10:00,7,18:50
1642,0.23,0.58,2.03,52.38,0.0,327.0,14.22,69.78,874.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,19:00
1643,0.22,0.68,1.89,58.19,0.0,326.98,14.5,69.15,874.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,19:10
1644,0.3,0.62,2.29,56.55,0.0,327.47,14.41,68.38,874.0,11.02,0.0,0.0,2024-11-04 00:10:00,7,19:20
1645,0.2,0.54,2.39,57.62,0.0,309.88,14.19,67.76,874.05,11.04,0.0,0.0,2024-11-04 00:10:00,7,19:30
1646,0.22,0.6,2.97,55.41,0.0,267.17,14.23,67.34,874.56,11.0,0.0,0.0,2024-11-04 00:10:00,7,19:40
1647,0.24,0.76,4.36,50.58,0.0,210.46,14.18,66.95,874.99,11.0,0.0,0.0,2024-11-04 00:10:00,7,19:50
1648,0.23,0.77,3.74,54.07,0.0,207.7,13.95,66.42,875.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,20:00
1649,0.14,0.73,2.68,54.69,0.0,207.11,13.91,66.0,875.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,20:10
1650,0.2,0.6,2.6,59.14,0.0,201.83,14.16,65.73,875.0,11.11,0.0,0.0,2024-11-04 00:10:00,7,20:20
1651,0.23,0.44,2.71,60.61,0.0,191.22,14.33,65.49,875.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,20:30
1652,0.29,0.53,2.45,58.79,0.08,196.41,14.35,63.44,875.0,11.01,0.0,0.0,2024-11-04 00:10:00,7,20:40
1653,0.29,0.34,1.91,67.82,0.0,224.56,14.26,61.33,875.0,11.01,0.0,0.0,2024-11-04 00:10:00,7,20:50
1654,0.21,0.33,1.34,67.66,0.0,251.11,14.2,60.82,875.0,11.05,0.0,0.0,2024-11-04 00:10:00,7,21:00
1655,0.19,0.34,1.31,66.86,0.16,269.86,14.11,60.73,875.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,21:10
1656,0.18,0.27,1.18,72.29,0.73,297.04,14.43,58.55,875.0,11.44,0.0,0.0,2024-11-04 00:10:00,7,21:20
1657,0.18,0.38,0.96,69.58,0.3,274.86,14.52,54.87,875.0,11.28,0.0,0.0,2024-11-04 00:10:00,7,21:30
1658,0.25,0.49,0.74,71.67,0.61,266.31,14.43,53.32,875.0,11.05,0.0,0.0,2024-11-04 00:10:00,7,21:40
1659,0.24,0.36,0.85,73.76,0.6,229.29,14.49,51.0,875.0,11.02,0.0,0.0,2024-11-04 00:10:00,7,21:50
1660,0.27,0.38,0.93,71.35,0.44,196.73,14.41,50.93,875.0,11.02,0.0,0.0,2024-11-04 00:10:00,7,22:00
1661,0.29,0.31,1.16,70.08,0.1,218.69,14.26,50.9,875.0,11.0,0.0,0.0,2024-11-04 00:10:00,7,22:10
1662,0.27,0.29,0.77,80.69,0.68,258.02,14.44,49.32,875.0,11.12,0.0,0.0,2024-11-04 00:10:00,7,22:20
1663,0.25,0.24,0.71,79.46,0.81,280.15,14.33,48.54,875.0,11.15,0.0,0.0,2024-11-04 00:10:00,7,22:30
1664,0.22,0.22,0.46,81.76,1.39,303.75,14.41,47.9,875.0,11.03,0.0,0.0,2024-11-04 00:10:00,7,22:40
1665,0.26,0.21,0.27,82.7,0.84,310.9,14.43,46.86,875.0,11.1,0.0,0.0,2024-11-04 00:10:00,7,22:50
1666,0.33,0.23,0.24,84.28,1.29,300.46,14.5,45.86,875.0,11.14,0.0,0.0,2024-11-04 00:10:00,7,23:00
1667,,,,,,,,,,,,,2024-11-04 00:10:00,7,
1668,1.25,0.35,0.6,68.72,4.07,161.37,12.9,100.0,925.0,4.8,0.0,10.66,2024-11-04 00:10:00,12,00:10
1669,1.21,0.32,0.6,69.2,4.43,162.63,13.0,100.0,925.0,4.8,0.0,10.81,2024-11-04 00:10:00,12,00:20
1670,1.22,0.27,0.64,68.05,3.51,161.19,12.9,100.0,925.0,4.8,0.0,10.81,2024-11-04 00:10:00,12,00:30
1671,1.24,0.27,0.68,64.29,3.93,150.09,12.9,100.0,924.99,4.8,0.0,10.8,2024-11-04 00:10:00,12,00:40
1672,1.27,0.26,0.7,61.89,3.96,147.32,12.7,100.0,924.67,4.8,0.0,10.79,2024-11-04 00:10:00,12,00:50
1673,1.23,0.28,0.66,61.28,3.84,148.64,12.5,100.0,924.0,4.8,0.0,10.8,2024-11-04 00:10:00,12,01:00
1674,1.29,0.29,0.68,62.3,4.09,148.32,12.4,100.0,924.0,4.8,0.0,8.15,2024-11-04 00:10:00,12,01:10
1675,1.44,0.26,0.75,62.98,4.66,149.59,12.4,100.0,924.0,4.8,0.0,8.02,2024-11-04 00:10:00,12,01:20
1676,1.45,0.22,0.76,64.35,3.8,155.47,12.4,100.0,924.0,4.8,0.0,8.02,2024-11-04 00:10:00,12,01:30
1677,1.37,0.27,0.67,62.97,3.07,177.35,12.3,100.0,924.0,4.8,0.1,8.02,2024-11-04 00:10:00,12,01:40
1678,1.29,0.28,0.55,63.73,2.53,173.08,12.3,100.0,924.0,4.8,0.0,8.02,2024-11-04 00:10:00,12,01:50
1679,1.23,0.29,0.53,62.85,4.09,148.28,12.4,100.0,924.0,4.8,0.0,8.03,2024-11-04 00:10:00,12,02:00
1680,1.17,0.29,0.61,68.08,4.2,135.94,12.3,100.0,924.0,4.8,0.0,8.5,2024-11-04 00:10:00,12,02:10
1681,1.23,0.32,0.56,64.92,3.49,138.01,12.3,100.0,924.0,4.8,0.0,8.52,2024-11-04 00:10:00,12,02:20
1682,1.24,0.33,0.56,64.05,4.14,137.69,12.3,100.0,924.0,4.8,0.0,8.52,2024-11-04 00:10:00,12,02:30
1683,1.3,0.37,0.54,59.58,3.91,135.93,12.2,100.0,924.0,4.8,0.0,8.52,2024-11-04 00:10:00,12,02:40
1684,1.27,0.36,0.57,59.41,3.66,142.46,12.2,100.0,924.0,4.8,0.0,8.52,2024-11-04 00:10:00,12,02:50
1685,1.26,0.4,0.55,62.52,4.22,137.93,12.1,100.0,924.0,4.8,0.0,8.53,2024-11-04 00:10:00,12,03:00
1686,1.24,0.39,0.46,62.93,4.41,133.06,12.0,100.0,924.0,4.8,0.0,5.94,2024-11-04 00:10:00,12,03:10
1687,1.24,0.43,0.46,63.52,3.8,150.39,11.9,100.0,924.0,4.8,0.0,5.82,2024-11-04 00:10:00,12,03:20
1688,1.31,0.38,0.44,65.34,3.43,156.8,11.9,100.0,924.0,4.8,0.0,5.81,2024-11-04 00:10:00,12,03:30
1689,1.33,0.36,0.37,65.61,3.12,160.91,11.9,100.0,924.0,4.8,0.0,5.81,2024-11-04 00:10:00,12,03:40
1690,1.25,0.32,0.42,64.29,3.82,160.89,11.9,100.0,924.0,4.8,0.0,5.8,2024-11-04 00:10:00,12,03:50
1691,1.28,0.35,0.38,65.49,4.17,148.43,11.9,100.0,924.0,4.8,0.0,5.82,2024-11-04 00:10:00,12,04:00
1692,1.27,0.35,0.31,66.05,3.78,154.69,11.9,100.0,924.0,4.8,0.0,6.76,2024-11-04 00:10:00,12,04:10
1693,1.24,0.36,0.36,66.76,2.72,175.46,12.0,100.0,924.0,4.8,0.0,6.8,2024-11-04 00:10:00,12,04:20
1694,1.15,0.34,0.38,67.3,3.52,159.01,12.0,100.0,924.0,4.8,0.0,6.8,2024-11-04 00:10:00,12,04:30
1695,1.17,0.33,0.38,67.66,3.82,160.07,12.1,100.0,924.0,4.8,0.0,6.81,2024-11-04 00:10:00,12,04:40
1696,1.24,0.34,0.37,68.45,4.33,156.09,12.2,100.0,924.0,4.8,0.0,6.81,2024-11-04 00:10:00,12,04:50
1697,1.4,0.32,0.44,68.2,4.37,154.4,12.2,100.0,924.0,4.8,0.0,6.81,2024-11-04 00:10:00,12,05:00
1698,1.29,0.34,0.48,68.07,4.96,156.07,12.3,100.0,924.0,4.8,0.0,16.33,2024-11-04 00:10:00,12,05:10
1699,1.08,0.32,0.44,69.77,4.77,159.9,12.4,100.0,924.0,4.8,0.0,16.77,2024-11-04 00:10:00,12,05:20
1700,1.12,0.32,0.46,70.22,4.77,155.0,12.4,100.0,924.0,4.8,0.0,16.77,2024-11-04 00:10:00,12,05:30
1701,1.24,0.3,0.48,68.31,3.85,166.82,12.4,100.0,924.0,4.8,0.0,16.76,2024-11-04 00:10:00,12,05:40
1702,1.1,0.31,0.46,69.73,3.84,168.19,12.4,100.0,924.0,4.8,0.0,16.76,2024-11-04 00:10:00,12,05:50
1703,0.94,0.29,0.44,68.01,4.14,163.91,12.4,100.0,924.0,4.8,0.0,16.78,2024-11-04 00:10:00,12,06:00
1704,1.0,0.34,0.44,67.45,4.33,157.21,12.4,100.0,924.0,4.8,0.0,13.42,2024-11-04 00:10:00,12,06:10
1705,1.14,0.33,0.5,64.49,3.84,155.2,12.4,100.0,924.11,4.83,0.0,13.26,2024-11-04 00:10:00,12,06:20
1706,1.29,0.27,0.57,63.52,3.98,154.39,12.4,100.0,924.59,5.04,0.0,13.26,2024-11-04 00:10:00,12,06:30
1707,1.23,0.26,0.57,63.47,4.18,158.91,12.4,100.0,924.94,6.07,0.0,13.26,2024-11-04 00:10:00,12,06:40
1708,1.16,0.23,0.53,66.94,4.92,157.09,12.5,100.0,925.0,6.61,0.0,13.26,2024-11-04 00:10:00,12,06:50
1709,1.12,0.22,0.52,65.41,4.52,154.67,12.6,100.0,925.0,9.31,0.0,13.27,2024-11-04 00:10:00,12,07:00
1710,1.12,0.24,0.61,65.1,5.11,154.25,12.7,100.0,925.0,13.2,0.0,15.37,2024-11-04 00:10:00,12,07:10
1711,1.26,0.32,0.66,63.77,4.85,150.35,12.7,100.0,925.0,21.38,0.0,15.47,2024-11-04 00:10:00,12,07:20
1712,1.32,0.3,0.73,62.78,3.2,158.23,12.7,100.0,925.0,24.27,0.0,15.46,2024-11-04 00:10:00,12,07:30
1713,1.25,0.35,0.78,62.12,3.31,156.36,12.8,100.0,925.0,34.55,0.0,15.47,2024-11-04 00:10:00,12,07:40
1714,1.28,0.35,1.08,63.87,3.33,167.88,12.8,100.0,925.0,52.97,0.0,15.47,2024-11-04 00:10:00,12,07:50
1715,1.31,0.35,1.47,61.52,3.99,156.43,12.9,100.0,925.0,63.21,0.0,15.48,2024-11-04 00:10:00,12,08:00
1716,1.34,0.41,1.43,59.38,4.31,151.75,12.9,100.0,925.22,78.38,0.0,20.95,2024-11-04 00:10:00,12,08:10
1717,1.26,0.42,1.45,57.42,4.58,148.48,13.0,100.0,925.89,59.51,0.0,21.19,2024-11-04 00:10:00,12,08:20
1718,1.22,0.43,1.43,57.01,3.69,149.07,13.2,100.0,926.0,95.43,0.0,21.19,2024-11-04 00:10:00,12,08:30
1719,1.21,0.46,1.37,55.14,3.93,144.29,13.3,100.0,926.0,74.23,0.0,21.2,2024-11-04 00:10:00,12,08:40
1720,1.27,0.48,1.39,53.41,4.26,142.55,13.4,100.0,926.0,77.59,0.0,21.2,2024-11-04 00:10:00,12,08:50
1721,1.31,0.42,1.36,53.78,2.86,154.94,13.8,100.0,926.0,276.12,0.0,21.21,2024-11-04 00:10:00,12,09:00
1722,1.19,0.43,1.31,53.73,2.61,146.49,13.9,100.0,926.0,156.11,0.0,11.75,2024-11-04 00:10:00,12,09:10
1723,1.24,0.4,1.34,52.24,2.24,149.33,13.7,100.0,926.0,126.55,0.0,11.29,2024-11-04 00:10:00,12,09:20
1724,1.24,0.36,1.26,52.63,3.18,143.98,13.6,100.0,926.0,117.65,0.0,11.29,2024-11-04 00:10:00,12,09:30
1725,1.24,0.36,1.15,54.93,3.38,129.79,13.7,100.0,926.0,152.0,0.0,11.28,2024-11-04 00:10:00,12,09:40
1726,1.17,0.41,1.14,53.7,2.1,151.44,13.9,100.0,926.0,189.83,0.0,11.27,2024-11-04 00:10:00,12,09:50
1727,1.15,0.41,1.2,53.54,2.2,138.45,14.1,100.0,926.0,153.13,0.0,11.28,2024-11-04 00:10:00,12,10:00
1728,1.16,0.38,1.22,53.6,3.36,138.18,13.9,100.0,926.0,101.27,0.0,26.69,2024-11-04 00:10:00,12,10:10
1729,1.24,0.4,1.26,53.71,3.09,124.88,14.0,100.0,926.0,119.69,0.0,27.41,2024-11-04 00:10:00,12,10:20
1730,1.35,0.42,1.42,50.3,3.67,124.25,14.0,100.0,926.0,103.72,0.0,27.41,2024-11-04 00:10:00,12,10:30
1731,1.18,0.41,1.46,52.43,3.56,134.95,14.0,100.0,926.0,141.55,0.0,27.41,2024-11-04 00:10:00,12,10:40
1732,1.15,0.41,1.48,52.05,3.61,123.84,14.2,100.0,926.0,187.76,0.0,27.41,2024-11-04 00:10:00,12,10:50
1733,1.16,0.42,1.47,53.78,3.03,128.2,14.2,100.0,926.0,199.47,0.0,27.41,2024-11-04 00:10:00,12,11:00
1734,1.13,0.46,1.57,52.45,3.13,115.69,14.4,100.0,926.0,277.71,0.0,27.17,2024-11-04 00:10:00,12,11:10
1735,1.21,0.49,1.62,53.4,3.12,133.07,14.8,100.0,926.0,326.82,0.0,27.15,2024-11-04 00:10:00,12,11:20
1736,1.45,0.5,1.61,53.27,4.28,128.03,14.8,100.0,926.0,226.39,0.0,27.15,2024-11-04 00:10:00,12,11:30
1737,1.55,0.52,1.97,53.33,4.38,131.28,14.7,100.0,926.0,179.57,0.0,27.14,2024-11-04 00:10:00,12,11:40
1738,1.37,0.51,2.12,55.17,4.07,125.03,15.0,100.0,926.0,286.09,0.0,27.14,2024-11-04 00:10:00,12,11:50
1739,1.4,0.53,1.88,55.67,4.43,116.45,15.2,100.0,926.0,331.95,0.0,27.15,2024-11-04 00:10:00,12,12:00
1740,1.45,0.47,1.7,54.51,4.74,112.97,15.4,100.0,926.0,345.77,0.0,27.15,2024-11-04 00:10:00,12,12:10
1741,1.47,0.48,1.48,57.0,4.04,131.94,15.5,100.0,926.0,286.08,0.0,27.14,2024-11-04 00:10:00,12,12:20
1742,1.57,0.44,1.38,59.12,3.6,118.96,15.7,100.0,926.0,321.88,0.0,27.14,2024-11-04 00:10:00,12,12:30
1743,1.48,0.42,1.29,58.91,3.61,132.17,16.1,100.0,925.7,396.22,0.0,27.14,2024-11-04 00:10:00,12,12:40
1744,1.5,0.43,1.22,57.22,3.74,135.51,16.3,100.0,925.02,316.85,0.0,27.14,2024-11-04 00:10:00,12,12:50
1745,1.59,0.43,1.1,60.62,2.79,129.9,16.4,100.0,925.0,373.28,0.0,27.14,2024-11-04 00:10:00,12,13:00
1746,1.54,0.42,1.06,59.83,3.84,114.72,16.2,100.0,925.0,414.29,0.0,40.14,2024-11-04 00:10:00,12,13:10
1747,1.42,0.43,1.05,59.44,2.76,147.54,16.8,100.0,925.0,476.76,0.0,40.7,2024-11-04 00:10:00,12,13:20
1748,1.47,0.46,1.07,58.95,1.92,141.41,17.5,100.0,925.0,410.21,0.0,40.63,2024-11-04 00:10:00,12,13:30
1749,1.49,0.48,1.05,58.69,3.23,131.71,16.9,100.0,925.0,340.53,0.0,40.61,2024-11-04 00:10:00,12,13:40
1750,1.4,0.44,1.0,59.93,3.72,130.81,16.7,100.0,925.0,473.79,0.0,40.61,2024-11-04 00:10:00,12,13:50
1751,1.42,0.42,1.02,58.61,3.3,133.17,16.9,100.0,925.0,265.56,0.0,40.64,2024-11-04 00:10:00,12,14:00
1752,1.56,0.42,1.01,59.02,3.44,143.71,16.7,100.0,925.0,296.31,0.0,52.77,2024-11-04 00:10:00,12,14:10
1753,1.58,0.44,1.05,58.09,4.68,128.09,16.6,100.0,925.0,348.89,0.0,53.35,2024-11-04 00:10:00,12,14:20
1754,1.58,0.48,1.11,58.5,4.86,120.33,16.6,100.0,925.0,477.15,0.0,53.41,2024-11-04 00:10:00,12,14:30
1755,1.59,0.48,1.15,59.24,5.11,119.23,16.7,100.0,925.0,484.32,0.0,53.43,2024-11-04 00:10:00,12,14:40
1756,1.52,0.47,1.16,60.23,5.36,134.52,16.7,100.0,925.0,383.29,0.0,53.42,2024-11-04 00:10:00,12,14:50
1757,1.41,0.43,1.17,61.12,4.49,137.81,16.5,100.0,925.0,309.82,0.0,53.42,2024-11-04 00:10:00,12,15:00
1758,1.5,0.41,1.22,63.22,4.69,149.4,16.4,100.0,925.0,245.15,0.0,56.7,2024-11-04 00:10:00,12,15:10
1759,1.57,0.44,1.08,64.53,4.66,154.83,16.2,100.0,925.0,166.92,0.0,56.84,2024-11-04 00:10:00,12,15:20
1760,1.59,0.47,1.04,61.12,5.3,153.89,16.1,100.0,925.0,161.22,0.0,56.84,2024-11-04 00:10:00,12,15:30
1761,1.58,0.48,1.18,60.65,4.25,162.77,16.0,100.0,925.0,97.3,0.0,56.84,2024-11-04 00:10:00,12,15:40
1762,1.5,0.47,1.22,61.57,4.52,168.44,15.8,100.0,925.0,78.31,0.0,56.84,2024-11-04 00:10:00,12,15:50
1763,1.5,0.43,1.44,59.5,3.67,170.74,15.6,100.0,925.0,49.36,0.0,56.84,2024-11-04 00:10:00,12,16:00
1764,1.52,0.42,1.58,61.63,3.56,167.97,15.4,100.0,925.0,44.31,0.0,50.01,2024-11-04 00:10:00,12,16:10
1765,1.58,0.4,1.69,61.65,4.03,172.64,15.3,100.0,925.0,43.87,0.0,49.69,2024-11-04 00:10:00,12,16:20
1766,1.45,0.34,1.82,62.21,4.15,170.53,15.1,100.0,925.0,40.25,0.0,49.7,2024-11-04 00:10:00,12,16:30
1767,1.42,0.28,2.02,61.52,4.69,178.16,14.9,100.0,925.02,21.71,0.0,49.71,2024-11-04 00:10:00,12,16:40
1768,1.32,0.27,2.19,60.95,4.18,177.63,14.8,100.0,925.49,13.0,0.0,49.72,2024-11-04 00:10:00,12,16:50
1769,1.27,0.26,2.3,59.87,4.02,182.31,14.6,100.0,925.9,9.65,0.0,49.69,2024-11-04 00:10:00,12,17:00
1770,1.32,0.25,2.43,58.37,3.61,179.14,14.5,100.0,925.99,7.33,0.0,42.21,2024-11-04 00:10:00,12,17:10
1771,1.33,0.31,2.52,58.16,3.77,179.91,14.3,100.0,926.0,5.84,0.0,41.84,2024-11-04 00:10:00,12,17:20
1772,1.18,0.34,2.69,55.98,3.14,165.86,14.2,100.0,926.0,4.83,0.0,41.82,2024-11-04 00:10:00,12,17:30
1773,1.01,0.33,2.89,54.93,3.63,170.69,14.1,100.0,926.0,4.8,0.0,41.82,2024-11-04 00:10:00,12,17:40
1774,1.04,0.31,3.1,55.87,4.02,178.19,14.1,100.0,926.0,4.8,0.0,41.83,2024-11-04 00:10:00,12,17:50
1775,1.07,0.32,3.08,57.64,4.06,181.87,14.0,100.0,926.0,4.8,0.0,41.92,2024-11-04 00:10:00,12,18:00
1776,0.9,0.35,2.78,56.24,3.84,177.01,14.0,100.0,926.0,4.8,0.0,42.44,2024-11-04 00:10:00,12,18:10
1777,0.93,0.36,2.59,56.84,3.9,177.85,14.0,100.0,926.0,4.8,0.0,42.47,2024-11-04 00:10:00,12,18:20
1778,0.97,0.29,2.62,55.93,4.15,181.59,14.0,100.0,926.0,4.8,0.0,42.47,2024-11-04 00:10:00,12,18:30
1779,0.96,0.34,2.62,57.0,4.05,174.23,14.0,100.0,926.0,4.8,0.0,42.47,2024-11-04 00:10:00,12,18:40
1780,0.96,0.34,2.74,56.12,3.72,168.94,14.0,100.0,926.0,4.8,0.0,42.47,2024-11-04 00:10:00,12,18:50
1781,1.1,0.35,2.92,56.74,3.77,164.2,14.0,100.0,926.0,4.8,0.0,42.48,2024-11-04 00:10:00,12,19:00
1782,1.19,0.34,2.96,54.26,4.3,164.4,14.0,100.0,926.0,4.8,0.0,39.18,2024-11-04 00:10:00,12,19:10
1783,1.19,0.38,2.93,53.85,3.19,174.28,13.9,100.0,926.0,4.8,0.0,39.03,2024-11-04 00:10:00,12,19:20
1784,1.11,0.39,2.76,52.45,3.17,181.89,13.9,100.0,926.0,4.8,0.0,39.03,2024-11-04 00:10:00,12,19:30
1785,1.17,0.36,2.51,52.95,2.72,173.43,13.9,100.0,926.0,4.8,0.0,39.03,2024-11-04 00:10:00,12,19:40
1786,1.19,0.36,2.22,55.39,3.01,175.48,14.0,100.0,926.0,4.8,0.0,39.03,2024-11-04 00:10:00,12,19:50
1787,1.33,0.33,2.07,56.92,3.37,173.74,14.0,100.0,926.0,4.8,0.0,39.03,2024-11-04 00:10:00,12,20:00
1788,1.33,0.33,1.98,53.74,3.65,184.97,14.1,100.0,926.0,4.8,0.0,42.58,2024-11-04 00:10:00,12,20:10
1789,1.22,0.37,1.95,50.19,4.01,193.44,14.2,100.0,926.19,4.8,0.0,42.74,2024-11-04 00:10:00,12,20:20
1790,1.3,0.37,2.0,49.73,4.19,198.66,14.3,100.0,926.99,4.8,0.0,42.74,2024-11-04 00:10:00,12,20:30
1791,1.36,0.39,1.91,50.88,4.07,191.58,14.4,100.0,926.95,4.8,0.0,42.74,2024-11-04 00:10:00,12,20:40
1792,1.42,0.41,1.63,55.96,4.24,187.29,14.4,100.0,926.21,4.8,0.0,42.73,2024-11-04 00:10:00,12,20:50
1793,1.5,0.36,1.42,55.15,3.27,184.66,14.4,100.0,926.56,4.8,0.0,42.74,2024-11-04 00:10:00,12,21:00
1794,1.33,0.39,1.35,53.22,2.98,191.9,14.4,100.0,926.99,4.8,0.0,43.69,2024-11-04 00:10:00,12,21:10
