,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion,hora
798,0.58,0.03,0.49,84.9,3.17,140.85,20.69,100.0,1019.96,4.0,0.0,0.0,2024-11-04 00:10:00,6,17:20
799,0.56,0.05,0.52,87.21,3.14,138.49,20.69,100.0,1019.96,4.0,0.0,0.0,2024-11-04 00:10:00,6,17:30
800,0.55,0.02,0.58,85.66,3.13,139.1,20.6,100.0,1020.03,4.0,0.0,0.0,2024-11-04 00:10:00,6,17:40
801,0.71,0.02,0.67,87.16,3.12,139.18,20.57,100.0,1020.48,4.0,0.0,0.0,2024-11-04 00:10:00,6,17:50
802,0.63,0.03,0.59,85.98,3.09,137.28,20.56,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:00
803,0.52,0.03,0.59,86.45,3.05,137.9,20.64,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:10
804,0.54,0.03,0.6,84.52,3.01,135.12,20.64,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:20
805,0.59,0.03,0.52,84.74,3.03,138.53,20.56,100.0,1020.54,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:30
806,0.5,0.01,0.48,84.35,3.01,140.36,20.53,100.0,1020.47,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:40
807,0.56,0.03,0.49,85.48,2.95,141.81,20.53,100.0,1020.48,4.0,0.0,0.0,2024-11-04 00:10:00,6,18:50
808,0.58,0.03,0.51,85.8,2.92,141.2,20.56,100.0,1020.54,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:00
809,0.52,0.03,0.52,85.26,2.91,143.35,20.47,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:10
810,0.6,0.02,0.49,85.24,2.94,145.32,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:20
811,0.56,0.02,0.56,83.8,3.01,142.96,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:30
812,0.55,0.02,0.49,84.71,2.95,140.01,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:40
813,0.47,0.02,0.5,83.28,3.01,146.58,20.47,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,19:50
814,0.47,0.04,0.48,83.78,2.95,141.68,20.53,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:00
815,0.41,0.01,0.48,83.28,3.0,142.2,20.56,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:10
816,0.33,0.03,0.48,84.55,3.05,144.37,20.56,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:20
817,0.38,0.02,0.48,84.31,3.07,148.97,20.52,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:30
818,0.49,0.02,0.53,84.59,3.01,140.88,20.51,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:40
819,0.56,0.02,0.49,84.93,2.97,140.31,20.56,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,20:50
820,0.55,0.03,0.52,84.02,2.99,140.21,20.46,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:00
821,0.54,0.0,0.52,84.7,2.97,138.89,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:10
822,0.54,0.04,0.49,84.3,3.02,144.0,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:20
823,0.53,0.04,0.52,84.24,3.0,139.93,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:30
824,0.42,0.03,0.48,84.8,3.1,143.56,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:40
825,0.42,0.01,0.48,83.62,3.08,140.95,20.52,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,21:50
826,0.44,0.02,0.53,85.29,3.12,141.67,20.56,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:00
827,0.48,0.02,0.55,84.04,3.08,140.31,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:10
828,0.45,0.03,0.56,85.89,3.08,140.47,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:20
829,0.37,0.02,0.6,86.79,3.12,141.95,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:30
830,0.42,0.03,0.65,88.22,3.11,143.86,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:40
831,0.49,0.02,0.66,87.61,3.08,145.54,20.44,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,22:50
832,0.49,0.03,0.65,86.94,3.14,151.38,20.39,100.0,1020.56,4.0,0.0,0.0,2024-11-04 00:10:00,6,23:00
833,,,,,,,,,,,,,2024-11-04 00:10:00,6,
834,0.5,0.22,1.64,73.02,3.76,206.65,17.75,66.56,1016.0,0.9,0.0,0.0,2024-11-04 00:10:00,8,00:10
835,0.55,0.42,0.55,72.81,3.65,218.77,18.08,68.95,1016.0,0.94,0.0,0.0,2024-11-04 00:10:00,8,00:20
836,0.48,0.23,1.15,76.5,2.58,212.06,18.56,66.72,1016.0,1.11,0.0,0.0,2024-11-04 00:10:00,8,00:30
837,0.7,0.4,0.99,74.21,2.55,204.43,18.05,68.95,1016.0,0.99,0.0,0.0,2024-11-04 00:10:00,8,00:40
838,0.57,0.18,1.26,74.18,3.02,201.43,17.87,67.61,1016.0,0.93,0.0,0.0,2024-11-04 00:10:00,8,00:50
839,0.67,0.23,1.44,74.25,2.82,195.46,17.58,66.82,1016.0,0.75,0.0,0.0,2024-11-04 00:10:00,8,01:00
840,0.62,0.5,1.15,69.79,3.04,192.66,16.93,70.85,1016.0,0.8,0.0,0.0,2024-11-04 00:10:00,8,01:10
841,0.78,0.66,0.67,66.96,3.48,195.07,16.45,73.97,1015.98,0.79,0.0,0.0,2024-11-04 00:10:00,8,01:20
842,0.62,0.67,1.08,69.06,3.8,199.81,16.27,72.5,1015.82,0.82,0.0,0.0,2024-11-04 00:10:00,8,01:30
843,0.61,0.46,1.26,71.52,4.01,203.17,16.98,70.94,1015.25,0.78,0.0,0.0,2024-11-04 00:10:00,8,01:40
844,0.63,0.33,1.11,74.05,4.12,201.77,17.46,67.11,1015.16,0.77,0.0,0.0,2024-11-04 00:10:00,8,01:50
845,0.58,0.38,0.58,74.77,3.85,202.24,17.53,66.09,1015.0,0.84,0.0,0.0,2024-11-04 00:10:00,8,02:00
846,0.76,0.53,1.05,73.86,3.08,200.63,17.46,66.79,1015.0,0.9,0.0,0.0,2024-11-04 00:10:00,8,02:10
847,0.64,0.47,0.76,72.89,2.68,206.4,17.25,67.7,1015.0,0.91,0.0,0.0,2024-11-04 00:10:00,8,02:20
848,0.61,0.88,1.52,71.58,2.55,206.02,17.43,70.93,1015.0,0.83,0.0,0.0,2024-11-04 00:10:00,8,02:30
849,0.68,0.77,0.92,73.79,3.32,202.26,17.4,66.37,1015.0,0.86,0.0,0.0,2024-11-04 00:10:00,8,02:40
850,0.67,0.51,1.82,65.73,0.84,272.02,16.44,74.58,1015.07,1.07,0.0,0.0,2024-11-04 00:10:00,8,02:50
851,0.63,0.54,1.64,66.55,1.89,191.4,15.66,73.34,1015.21,0.63,0.0,0.0,2024-11-04 00:10:00,8,03:00
852,0.69,0.18,1.92,66.71,3.0,195.9,15.77,74.24,1015.37,0.76,0.0,0.0,2024-11-04 00:10:00,8,03:10
853,0.64,0.57,1.23,68.04,2.77,187.52,15.62,73.19,1015.05,0.54,0.0,0.0,2024-11-04 00:10:00,8,03:20
854,0.6,0.52,1.23,66.34,2.93,169.94,15.07,74.8,1015.0,0.47,0.0,0.0,2024-11-04 00:10:00,8,03:30
855,0.57,0.66,1.12,68.43,2.55,160.83,15.77,76.22,1015.0,0.33,0.0,0.0,2024-11-04 00:10:00,8,03:40
856,0.52,0.78,0.66,66.4,2.37,176.97,14.92,76.38,1015.0,0.5,0.0,0.0,2024-11-04 00:10:00,8,03:50
857,0.78,0.73,1.42,69.42,2.2,188.12,15.86,76.29,1015.0,0.59,0.0,0.0,2024-11-04 00:10:00,8,04:00
858,0.74,0.51,0.97,72.31,1.89,177.21,16.44,69.38,1015.01,0.49,0.0,0.0,2024-11-04 00:10:00,8,04:10
859,0.57,0.61,1.09,70.62,2.09,204.04,16.29,71.44,1015.07,0.69,0.0,0.0,2024-11-04 00:10:00,8,04:20
860,0.51,0.75,1.24,68.62,1.93,207.88,15.9,74.94,1015.01,0.84,0.0,0.0,2024-11-04 00:10:00,8,04:30
861,0.61,0.75,1.09,64.33,2.32,236.9,15.89,80.22,1015.0,1.18,0.0,0.0,2024-11-04 00:10:00,8,04:40
862,0.51,0.76,1.46,63.15,2.11,235.13,16.12,82.95,1015.0,0.96,0.0,0.0,2024-11-04 00:10:00,8,04:50
863,0.46,0.86,1.13,67.3,1.89,223.9,16.14,81.9,1015.0,0.9,0.0,0.0,2024-11-04 00:10:00,8,05:00
864,0.63,0.63,1.51,68.93,2.03,213.64,15.72,78.09,1015.0,0.73,0.0,0.0,2024-11-04 00:10:00,8,05:10
865,0.62,0.6,1.25,70.15,2.27,197.61,15.84,74.63,1015.0,0.68,0.0,0.0,2024-11-04 00:10:00,8,05:20
866,0.46,0.41,1.25,69.16,3.06,187.52,15.55,73.05,1015.0,0.52,0.0,0.0,2024-11-04 00:10:00,8,05:30
867,0.73,0.35,0.96,68.62,3.03,189.96,15.43,73.26,1015.0,0.48,0.0,0.0,2024-11-04 00:10:00,8,05:40
868,0.56,0.67,0.88,69.47,3.15,183.99,15.58,73.08,1015.0,0.51,0.0,0.0,2024-11-04 00:10:00,8,05:50
869,0.68,0.43,1.23,67.91,3.21,181.13,15.13,73.61,1015.0,0.43,0.0,0.0,2024-11-04 00:10:00,8,06:00
870,0.86,0.45,0.57,67.48,2.75,174.79,15.08,75.58,1015.0,0.42,0.0,0.0,2024-11-04 00:10:00,8,06:10
871,0.76,0.34,1.02,70.68,2.17,168.63,15.92,73.96,1015.01,0.33,0.0,0.0,2024-11-04 00:10:00,8,06:20
872,0.75,0.31,1.2,71.6,1.93,155.48,16.0,71.35,1015.0,0.25,0.0,0.0,2024-11-04 00:10:00,8,06:30
873,0.7,0.46,1.3,71.91,1.84,147.17,15.9,71.47,1015.0,0.17,0.0,0.0,2024-11-04 00:10:00,8,06:40
874,0.53,0.16,1.94,73.29,2.17,121.85,16.11,72.3,1015.0,0.01,0.0,0.0,2024-11-04 00:10:00,8,06:50
875,0.63,0.37,1.35,69.81,2.11,146.84,15.5,73.5,1015.0,0.14,0.0,0.0,2024-11-04 00:10:00,8,07:00
876,0.76,0.66,2.74,66.84,1.79,146.72,15.38,74.81,1015.0,0.15,0.0,0.0,2024-11-04 00:10:00,8,07:10
877,0.71,0.69,0.98,71.25,1.75,140.87,15.93,74.71,1015.0,0.17,0.0,0.0,2024-11-04 00:10:00,8,07:20
878,0.84,0.54,1.05,71.89,2.02,158.83,15.82,72.29,1015.19,0.38,0.0,0.0,2024-11-04 00:10:00,8,07:30
879,0.72,0.71,1.78,70.62,1.76,145.42,15.91,71.83,1015.27,6.1,0.0,0.0,2024-11-04 00:10:00,8,07:40
880,0.75,0.75,1.22,71.67,1.72,124.81,16.41,70.6,1015.6,20.14,0.0,0.0,2024-11-04 00:10:00,8,07:50
881,0.59,0.99,1.12,70.58,1.8,116.5,16.77,71.56,1015.71,30.28,0.0,0.0,2024-11-04 00:10:00,8,08:00
882,0.82,0.97,1.56,69.45,2.25,109.25,16.87,73.36,1015.28,58.04,0.0,0.0,2024-11-04 00:10:00,8,08:10
883,0.66,1.44,0.83,68.91,2.2,119.49,16.77,72.93,1015.77,45.97,0.0,0.0,2024-11-04 00:10:00,8,08:20
884,0.84,1.08,1.81,66.74,2.15,157.42,15.97,71.54,1015.99,72.82,0.0,0.0,2024-11-04 00:10:00,8,08:30
885,0.79,0.69,2.76,66.91,2.09,160.74,16.09,72.61,1016.0,83.0,0.0,0.0,2024-11-04 00:10:00,8,08:40
886,0.83,0.91,2.08,67.98,1.77,137.77,16.88,70.96,1016.0,79.18,0.0,0.0,2024-11-04 00:10:00,8,08:50
887,0.98,1.09,1.29,66.93,1.6,139.34,16.93,70.94,1016.0,81.91,0.0,0.0,2024-11-04 00:10:00,8,09:00
888,0.85,0.97,1.77,68.15,1.59,141.94,17.21,70.21,1015.99,107.35,0.0,0.0,2024-11-04 00:10:00,8,09:10
889,0.65,1.62,3.02,61.74,2.12,165.47,16.87,70.77,1016.0,133.56,0.0,0.0,2024-11-04 00:10:00,8,09:20
890,0.91,2.96,6.08,57.77,1.77,164.03,17.16,70.71,1016.0,143.45,0.0,0.0,2024-11-04 00:10:00,8,09:30
891,0.89,2.64,6.16,60.39,1.45,168.51,17.85,69.15,1016.0,158.35,0.0,0.0,2024-11-04 00:10:00,8,09:40
892,0.78,1.81,3.42,69.84,1.09,121.33,18.79,64.39,1016.0,175.14,0.0,0.0,2024-11-04 00:10:00,8,09:50
893,0.81,1.27,3.11,65.18,1.28,139.64,18.9,64.05,1016.0,179.1,0.0,0.0,2024-11-04 00:10:00,8,10:00
894,0.97,3.26,6.73,60.04,0.93,117.67,19.16,65.12,1016.0,191.06,0.0,0.0,2024-11-04 00:10:00,8,10:10
895,0.91,1.32,2.97,72.3,1.15,48.15,19.27,60.82,1016.0,200.41,0.0,0.0,2024-11-04 00:10:00,8,10:20
896,0.71,1.03,2.18,70.41,0.61,348.43,19.47,60.37,1016.0,184.19,0.0,0.0,2024-11-04 00:10:00,8,10:30
897,0.72,1.21,2.23,73.74,0.72,64.45,20.0,56.3,1015.99,199.1,0.0,0.0,2024-11-04 00:10:00,8,10:40
898,0.8,0.92,1.51,71.79,0.96,59.31,19.62,59.25,1015.97,209.2,0.0,0.0,2024-11-04 00:10:00,8,10:50
899,0.67,0.99,1.43,74.5,1.13,52.86,19.28,58.43,1015.9,168.5,0.0,0.0,2024-11-04 00:10:00,8,11:00
900,0.64,0.84,1.54,70.5,1.23,48.33,18.57,64.45,1015.05,164.9,0.0,0.0,2024-11-04 00:10:00,8,11:10
901,0.78,0.84,1.77,73.39,1.38,51.85,18.52,63.72,1015.0,178.21,0.0,0.0,2024-11-04 00:10:00,8,11:20
902,0.56,0.65,2.04,73.66,1.11,45.52,18.62,64.54,1015.0,138.98,0.0,0.0,2024-11-04 00:10:00,8,11:30
903,0.7,0.76,1.72,73.23,1.43,46.82,18.44,64.94,1015.0,160.67,0.0,0.0,2024-11-04 00:10:00,8,11:40
904,0.88,0.81,1.45,72.84,1.46,54.84,18.44,63.17,1015.0,230.16,0.0,0.0,2024-11-04 00:10:00,8,11:50
905,0.73,1.13,0.45,74.28,1.96,74.8,18.25,63.56,1015.0,182.25,0.0,0.0,2024-11-04 00:10:00,8,12:00
906,0.74,0.98,1.24,72.82,0.67,107.61,19.54,64.0,1015.0,239.15,0.0,0.0,2024-11-04 00:10:00,8,12:10
907,0.67,0.83,1.58,71.74,0.96,320.9,19.59,59.01,1015.0,274.35,0.0,0.0,2024-11-04 00:10:00,8,12:20
908,0.71,0.64,1.62,71.71,1.07,4.46,19.87,60.47,1015.0,242.41,0.0,0.0,2024-11-04 00:10:00,8,12:30
909,0.57,0.63,1.36,74.05,0.9,43.08,19.46,58.58,1015.0,112.94,0.0,0.0,2024-11-04 00:10:00,8,12:40
910,0.61,0.38,1.53,78.57,0.95,48.09,19.33,57.66,1014.96,118.44,0.0,0.0,2024-11-04 00:10:00,8,12:50
911,0.49,1.12,2.78,76.99,0.52,327.22,19.93,56.65,1014.93,96.39,0.0,0.0,2024-11-04 00:10:00,8,13:00
912,0.83,0.89,2.26,71.01,0.8,359.58,19.17,63.69,1014.47,86.68,0.0,0.0,2024-11-04 00:10:00,8,13:10
913,0.71,1.04,2.25,67.69,1.11,96.18,18.92,70.39,1014.62,92.07,0.0,0.0,2024-11-04 00:10:00,8,13:20
914,0.64,1.1,1.43,80.15,0.48,126.43,19.65,58.47,1014.41,92.61,0.0,0.0,2024-11-04 00:10:00,8,13:30
915,0.68,0.87,1.59,80.55,0.93,149.11,19.65,56.79,1014.01,89.41,0.0,0.0,2024-11-04 00:10:00,8,13:40
916,0.53,0.91,1.35,71.48,0.83,194.84,19.44,63.44,1014.01,89.56,0.0,0.0,2024-11-04 00:10:00,8,13:50
917,0.63,1.02,1.94,70.1,0.94,190.42,19.58,65.21,1014.0,81.58,0.0,0.0,2024-11-04 00:10:00,8,14:00
918,0.83,1.57,5.23,63.9,1.12,168.62,19.26,69.04,1014.0,78.02,0.0,0.0,2024-11-04 00:10:00,8,14:10
919,0.85,1.85,6.83,60.46,0.8,211.06,19.39,69.59,1014.0,68.69,0.0,0.0,2024-11-04 00:10:00,8,14:20
920,0.86,1.58,5.3,61.86,0.19,254.34,19.64,68.96,1014.0,55.6,0.0,0.0,2024-11-04 00:10:00,8,14:30
921,0.94,1.18,4.92,64.14,0.38,283.69,19.69,68.47,1014.12,51.19,0.0,0.0,2024-11-04 00:10:00,8,14:40
922,0.83,1.39,3.91,60.7,0.57,248.12,19.41,70.87,1014.12,50.18,0.0,0.0,2024-11-04 00:10:00,8,14:50
923,0.66,1.27,3.47,64.63,0.65,170.93,19.17,73.6,1014.02,50.94,0.0,0.0,2024-11-04 00:10:00,8,15:00
924,0.76,0.73,2.6,69.49,1.1,195.63,18.8,73.57,1014.01,50.21,0.0,0.0,2024-11-04 00:10:00,8,15:10
925,0.65,0.56,2.67,75.43,1.25,166.82,19.49,68.54,1014.02,41.45,0.0,0.0,2024-11-04 00:10:00,8,15:20
926,0.72,0.85,2.43,74.39,1.33,166.29,19.4,70.28,1014.0,35.79,0.0,0.0,2024-11-04 00:10:00,8,15:30
927,0.77,1.2,9.79,62.56,1.18,166.57,19.32,73.28,1014.0,29.2,0.0,0.0,2024-11-04 00:10:00,8,15:40
928,0.67,0.5,8.61,58.23,1.54,172.39,18.68,76.11,1014.01,26.25,0.0,0.0,2024-11-04 00:10:00,8,15:50
929,0.63,1.39,11.91,42.17,1.52,166.82,18.59,82.28,1014.01,21.32,0.0,0.0,2024-11-04 00:10:00,8,16:00
930,0.68,1.37,10.12,51.7,1.12,211.22,17.71,84.36,1014.0,12.59,0.0,0.0,2024-11-04 00:10:00,8,16:10
931,0.8,1.07,7.01,54.16,1.3,152.31,18.51,85.56,1014.0,4.99,0.0,0.0,2024-11-04 00:10:00,8,16:20
932,0.75,1.18,4.27,65.94,1.43,146.84,19.02,80.07,1014.0,1.0,0.0,0.0,2024-11-04 00:10:00,8,16:30
933,0.58,1.2,5.15,59.23,1.1,139.76,18.79,83.95,1014.0,0.56,0.0,0.0,2024-11-04 00:10:00,8,16:40
934,0.58,1.08,6.55,54.01,1.17,87.63,17.7,84.58,1014.04,0.17,0.0,0.0,2024-11-04 00:10:00,8,16:50
935,0.52,1.77,9.85,54.86,1.31,89.27,16.92,85.96,1014.42,0.03,0.0,0.0,2024-11-04 00:10:00,8,17:00
936,0.65,0.89,4.19,67.97,1.75,87.98,16.38,84.99,1014.47,0.04,0.0,0.0,2024-11-04 00:10:00,8,17:10
937,0.82,3.57,4.88,69.16,1.88,123.41,17.08,82.31,1014.67,0.2,0.0,0.0,2024-11-04 00:10:00,8,17:20
938,0.57,0.99,3.78,59.26,1.45,134.83,17.37,86.99,1015.0,0.3,0.0,0.0,2024-11-04 00:10:00,8,17:30
939,0.71,0.78,8.72,39.03,1.93,155.37,17.16,93.67,1015.0,0.61,0.0,0.0,2024-11-04 00:10:00,8,17:40
940,0.72,1.17,12.22,38.48,1.99,169.13,17.03,94.85,1015.0,0.72,0.0,0.0,2024-11-04 00:10:00,8,17:50
941,0.55,0.72,8.86,41.58,1.96,166.71,16.9,95.11,1015.0,0.7,0.0,0.0,2024-11-04 00:10:00,8,18:00
942,0.65,1.51,11.43,44.03,2.01,171.57,16.79,94.63,1015.0,0.71,0.0,0.0,2024-11-04 00:10:00,8,18:10
943,0.67,1.38,7.74,51.4,1.81,186.3,17.36,92.08,1015.0,0.85,0.0,0.0,2024-11-04 00:10:00,8,18:20
944,0.71,0.96,3.87,56.26,2.26,184.02,17.54,86.28,1015.0,0.81,0.0,0.0,2024-11-04 00:10:00,8,18:30
945,0.5,1.18,3.63,54.65,2.31,179.19,17.15,85.32,1015.0,0.73,0.0,0.0,2024-11-04 00:10:00,8,18:40
946,0.76,1.08,3.74,54.46,2.46,180.48,16.97,84.42,1015.0,0.73,0.0,0.0,2024-11-04 00:10:00,8,18:50
947,0.69,0.92,2.96,60.74,2.49,180.24,17.6,81.18,1015.0,0.77,0.0,0.0,2024-11-04 00:10:00,8,19:00
948,0.78,0.69,3.03,58.73,2.52,180.97,17.36,80.63,1015.0,0.74,0.0,0.0,2024-11-04 00:10:00,8,19:10
949,0.68,0.5,3.19,59.69,2.73,184.61,17.0,80.28,1015.0,0.76,0.0,0.0,2024-11-04 00:10:00,8,19:20
950,0.57,0.54,2.45,63.32,2.33,179.24,17.87,79.25,1015.0,0.8,0.0,0.0,2024-11-04 00:10:00,8,19:30
951,0.63,0.45,1.93,63.81,2.73,185.68,17.6,77.0,1015.0,0.69,0.0,0.0,2024-11-04 00:10:00,8,19:40
952,0.58,0.47,2.25,64.74,2.53,186.11,18.08,76.32,1015.0,0.86,0.0,0.0,2024-11-04 00:10:00,8,19:50
953,0.56,0.51,2.21,68.03,2.56,184.93,18.34,74.12,1015.0,0.85,0.0,0.0,2024-11-04 00:10:00,8,20:00
954,0.91,0.75,2.18,63.71,2.67,186.18,17.96,76.0,1015.0,0.93,0.0,0.0,2024-11-04 00:10:00,8,20:10
955,0.69,0.88,1.46,65.02,3.11,188.54,17.77,75.41,1015.0,0.85,0.0,0.0,2024-11-04 00:10:00,8,20:20
956,0.49,0.74,1.41,66.12,2.64,188.72,18.13,74.19,1015.0,0.99,0.0,0.0,2024-11-04 00:10:00,8,20:30
957,0.67,1.08,1.18,67.29,2.79,189.87,18.14,73.22,1015.0,0.87,0.0,0.0,2024-11-04 00:10:00,8,20:40
958,0.66,0.83,1.26,66.27,2.44,190.52,17.91,73.75,1015.0,0.88,0.0,0.0,2024-11-04 00:10:00,8,20:50
959,0.63,1.06,0.94,68.62,2.65,191.05,18.58,71.48,1015.0,0.86,0.0,0.0,2024-11-04 00:10:00,8,21:00
960,0.7,0.79,1.48,66.46,2.71,183.01,17.98,71.72,1015.0,0.78,0.0,0.0,2024-11-04 00:10:00,8,21:10
961,0.67,0.68,1.61,62.45,3.09,186.47,17.21,75.98,1015.0,0.76,0.0,0.0,2024-11-04 00:10:00,8,21:20
962,0.59,0.42,1.59,66.18,3.21,189.38,17.79,73.25,1015.0,0.81,0.0,0.0,2024-11-04 00:10:00,8,21:30
963,0.6,0.25,1.16,67.21,3.14,188.55,17.75,72.07,1015.0,0.69,0.0,0.0,2024-11-04 00:10:00,8,21:40
964,0.66,0.42,1.43,70.66,2.92,190.37,18.34,69.98,1015.0,0.76,0.0,0.0,2024-11-04 00:10:00,8,21:50
965,0.74,0.44,0.83,72.79,2.56,184.5,18.44,67.41,1015.0,0.83,0.0,0.0,2024-11-04 00:10:00,8,22:00
966,0.66,0.63,1.73,67.81,3.46,188.68,17.52,70.56,1015.16,0.86,0.0,0.0,2024-11-04 00:10:00,8,22:10
967,0.71,0.72,1.38,73.1,3.52,193.26,18.98,66.11,1015.27,0.95,0.0,0.0,2024-11-04 00:10:00,8,22:20
968,0.78,0.56,1.38,75.3,3.24,194.56,19.09,64.0,1015.07,0.87,0.0,0.0,2024-11-04 00:10:00,8,22:30
969,0.66,0.76,0.73,75.04,3.31,196.97,18.89,63.94,1015.05,0.98,0.0,0.0,2024-11-04 00:10:00,8,22:40
970,0.55,0.83,1.17,74.38,2.89,197.28,19.05,64.3,1015.09,0.91,0.0,0.0,2024-11-04 00:10:00,8,22:50
971,0.58,0.48,1.78,74.68,1.94,212.7,19.02,64.18,1015.07,1.06,0.0,0.0,2024-11-04 00:10:00,8,23:00
972,,,,,,,,,,,,,2024-11-04 00:10:00,8,
973,-8.33,0.09,1.32,70.02,2.9,160.0,16.2,74.0,941.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,00:10
974,-8.41,0.16,1.12,71.14,2.9,170.0,16.7,72.0,941.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,00:20
975,-8.46,0.12,1.15,70.84,3.3,140.0,16.4,71.0,941.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,00:30
976,-8.57,0.1,1.15,68.22,4.0,120.0,15.8,72.0,941.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,00:40
977,-8.51,0.12,1.3,69.25,3.8,116.0,15.5,74.0,941.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,00:50
978,-8.48,0.1,1.21,68.01,4.1,119.0,15.7,74.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,01:00
979,-8.46,0.11,1.18,68.38,4.2,128.0,15.7,74.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,01:10
980,-8.44,0.16,1.27,68.73,4.2,136.0,15.8,73.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,01:20
981,-8.6,0.12,1.26,69.71,4.4,131.0,15.8,73.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,01:30
982,-8.62,0.11,1.35,69.85,4.6,124.0,15.6,73.0,940.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,01:40
983,-8.48,0.12,1.37,69.58,4.4,131.0,15.5,74.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,01:50
984,-8.51,0.16,1.35,70.38,4.8,134.0,15.6,73.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,02:00
985,-8.61,0.11,1.29,71.91,4.6,136.0,15.8,72.0,940.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,02:10
986,-8.66,0.12,1.39,71.92,3.8,137.0,15.7,72.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,02:20
987,-8.64,0.1,1.4,72.95,3.8,143.0,15.6,71.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,02:30
988,-8.56,0.12,1.32,74.3,3.8,138.0,15.7,71.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,02:40
989,-8.43,0.09,1.28,74.07,3.7,142.0,15.8,70.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,02:50
990,-8.49,0.11,1.3,74.5,4.0,147.0,15.7,69.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:00
991,-8.54,0.15,1.38,74.99,3.7,150.0,15.6,70.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:10
992,-8.53,0.13,1.35,74.28,3.7,160.0,15.7,69.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:20
993,-8.52,0.12,1.5,74.16,3.8,152.0,15.6,69.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:30
994,-8.57,0.09,1.39,74.41,3.7,140.0,15.3,70.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:40
995,-8.64,0.16,1.44,73.66,3.6,145.0,15.3,71.0,940.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,03:50
996,-8.55,0.14,1.44,72.68,3.7,146.0,15.2,71.0,939.0,3.0,0.0,0.0,2024-11-04 00:10:00,5,04:00
997,-8.58,0.14,1.52,72.96,3.6,136.0,15.2,72.0,939.0,2.0,0.0,0.0,2024-11-04 00:10:00,5,04:10
